,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings2,ratings3,comment,helpful
490,19-2,COSE362,기계학습,김현우,#화(2) 목(2),3,root,4,4,3,3,"수학적인 내용이 엄창 많아서 많이 힘들었습니다ㅠㅠ 

학습량이 많아서 공부를 많이해야 학점도 잘나온다.",도움이 돼요 0
491,19-2,COSE362,기계학습,김현우,#화(2) 목(2),4,시켜줘명잔디금예소방관,5,5,4,4,"김현우 교수님의 기계학습 수업입니다.

평가 기준에는 중간고사, 기말고사, 퀴즈, 과제, 프로젝트가 있습니다.

중간, 기말고사는 교수님이 수업시간에 강조하신 내용과 수식 위주로 나오는 편으로, 크게 어렵지 않습니다.
공식의 유도 과정을 수학적으로 전개하는 문제를 많이 내시는데, 수업을 열심히 들으면 대충 어느 유도 과정을 출제할지 알 수 있어서 그 내용을 cheating paper에 써가면 됩니다.

퀴즈는 중간고사 이전 1번, 이후 1번 총 두번 보셨는데, 개념적인 문제 위주로 3~4문제정도 출제됩니다. 따로 준비해갈 필요는 없습니다.

과제도 중간고사 이전 1번, 이후 1번 있었는데, 수업시간에 다 설명하지 못해서 넘어가는 내용들이나 교재의 연습문제를 풀어오는 과제였습니다. 과제 채점은 아마 제출/미제출 여부만 확인하시는 것 같은데, 과제 내용이 퀴즈나 시험에 나오는 경우도 있었습니다.

프로젝트는 기계학습 관련 자유 주제 프로젝트를 진행했고, optimizer 부분을 직접 구현하는 조건이 있었습니다.
LaTeX라는 논문 작성 툴로 프로포절, 보고서를 작성하고 학기 마지막에 ppt 발표를 진행했습니다.

능력 있는 교수님이 열심히 수업해주셔서 많이 배울 수 있는 수업이었지만, 기계학습 첫 수업이라서 진도를 조절하시지 못하거나 너무 어려운 내용을 수업하시는 경우도 있었습니다. 학점을 짜게 주시는 편은 아닌 것 같습니다. 개인적으로 수업이 힘들긴 했지만, 꽤 많은 것을 배울 수 있었던 수업이라고 생각합니다.",도움이 돼요 0
492,19-2,COSE362,기계학습,김현우,#화(2) 목(2),3,Nicola,3,4,4,3,기계학습 전반에 걸쳐 내용을 다룹니다. 하지만 생각보다 양이 적어서 어렵지 않습니다. 통계 쪽에서 쓰는 선형대수를 조금 보면 정말 쉽게 끝낼 수 있는 강의였습니다. 텀프로젝트가 어려울 수 있지만 창의적인 결과물을 도출할 필요까지는 없고 정형화된 기법을 몇 가지 섞어서 적당한 완성도만 보여주면 충분합니다.,도움이 돼요 0
493,19-2,COSE362,기계학습,김현우,#화(2) 목(2),3,qwerty12,3,5,3,1,수학에 매우 집중되어있는 과목입니다. 수학에 대해 잘 모르신다면 다른 수업 들으세요,도움이 돼요 0
494,19-2,COSE362,기계학습,김현우,#화(2) 목(2),2,LKY,5,5,2,2,"안일한 마음가짐으로 접근하면 반드시 피를 보는 과목입니다.

교수님께서 알고리즘을 소개하고 수식을 전개하는 방식으로 수업을 진행하시는데,

기계학습에 대한 기본적인 이해와 선형대수에 대한 지식이 없다면 수업을 따라가기 아주 어렵습니다.

텀프로젝트 과제도 난이도가 높으니 수강에 신중을 기하시길 바랍니다.",도움이 돼요 0
495,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,qpwodk,4,2,3,2,난이도 자체는 어렵지 않은데 외울 거랑 볼 자료들이 조금 많습니다. 대부분 다른 분께서 강의하시고 출석 확인합니다.,도움이 돼요 1
496,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),4,korpart90,2,4,3,3,"소프트웨어 윤리를 배운다기보단 그날그날 새로운 주제를 알아가는 느낌이었으며
시험은 자기 생각을 적는 문제가 출제된다.",도움이 돼요 0
497,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,챙챙이,2,3,3,3,"출첵 항상 하시고 수업 끝나고도 하십니다 그리고 매번 교수님이 다르세요! 
특정 여자 교수님께서 주로 문제를 내시고 공부량하고 학점이 비례하지는 않는 것 같아여
암기를 하는 것보다는 큼직큼직한 주요 키워드 중심으로 공부하시고 글을 잘 쓰시는 게 유리할 듯 해요
특히 여자 교수님께서 수업을 대체로 학생들과의 질문, 소통으로 이끌어 가십니다",도움이 돼요 0
498,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,스타벅스,3,3,3,3,저는 수업을 거의 듣지 않아 잘은 모르지만 분명 들었으면 교양적으로 생각해볼 거리들을 가져갈 수 있지 않았을까 생각합니다 출석 점수를 챙기고 시험 공부도 좀 했다면 좋은 점수 받았을 거 같아요 그냥 학점 얻기에 무난한 교양입니다,도움이 돼요 0
499,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,슈키,3,4,3,3,"솔직히 뭘 배우는 강의인지 모르겠어요
여러 교수님이 돌아가면서 수업하는 강의이고
정말 윤리라고 할만한 걸 가르치시는 교수님 한분이 계시는데
이분 수업이 제일 많고 이분 수업에서 시험문제가 많이 나옵니다
성취감이 높은 과목은 아닌 것 같습니다",도움이 돼요 0
500,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),5,고려52,1,1,5,4,"학점을 매우 잘 주심
출석체크 매우 빡세게 수업 시작 전에 하시고 가끔 출튀잡는다고 끝난 후에도 하심
그러나 2번빠져도 에이쁠 가능했음
공부량으로 보면 피피티 양은 많지만 깊게 공부안하고 가도 괜찮음
논술 형식이라 시험볼땐 화나지만 학점 미화가 잘 되는 과목",도움이 돼요 0
501,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),4,jeonty,1,4,3,3,출석체크는 매일 하시지만 수업을 안들어도 자신의 생각을 쓰는 문제만 출제돼서 시험공부량에 대한 부담은 없습니다. 하지만 학점을 완전 잘 주는 편은 아닌 것 같습니다.,도움이 돼요 0
502,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,대학생1,1,3,3,1,시험은 대게 수업 내용과 관련없습니다,도움이 돼요 0
503,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),4,Hshsbsvva,4,3,4,4,"출석체크는 매일 하십니다. 다른 단과대 교수님들을 계속 모셔오셔서 특강형식으로 진행하는 수업입니다.
법 관련해서 배워서 난이도는 좀 어려웠고 기말 중간 전부 칩니다.
학점은 대충 봤는데 잘 주시는 듯
과제는 없었고 중간 기말은 주 교수님 수업하시는 부분에서 많이 나오니까 그 부분 집중적으로 공부하면 좋을 것 같습니다",도움이 돼요 0
504,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),1,마룽마룽,1,4,1,1,"강의하시는 교수가 지정되어 있는 것이 아니라 매번 바뀌면서 특강 형식으로 진행되는 수업입니다. 근데 중요한 건 과목명이 '소프트웨어 윤리'인 것과는 다르게 소프트웨어 측면으로는 거의 다루지 않습니다. 억지로 소프트웨어 단어만 붙여놓은 느낌입니다. 그리고 강의 내용이 일관되지 않아서 정리하기 너무 힘들고, 뭘 공부하고 있는건지 의구심만 자꾸 들었던 강의였습니다.

출석체크는 매일하고, 과제없이 중간고사와 기말고사만 성적에 반영됩니다. 문제 형식이나 유형은 그냥 논술 시험 같습니다. 상황주면 그에 대한 생각을 정리하는 방식입니다.

다만, 중간고사 성적과 기말고사 성적을 가르쳐주지 않고 학점만 달랑 내놓더라구요. 그래서 자신이 왜 이 학점을 얻게 되었는지에 대해서는 전혀 알 수 없습니다. 제대로 한 건지 못 한 건지도 모른다는 소리입니다...
채점기준도 명확하지 않으신 것 같고, 채점은 하신건지 의문이 들 정도로 학점이 진짜 무근본입니다.

다른 분들은 학점 잘 나오셔서 강의가 좋다고 생각하실 수도 있으실텐데, B+ 나온 저는 최악이었습니다. 듣지마세요.",도움이 돼요 0
505,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),2,이양앙,1,3,2,3,"로스쿨 교수님들의 특강은 좋았으나 시험과는 전혀 관련이 없고, 윤리 수업 내용이 시험의 주를 이룹니다. 
그냥 그랬어요",도움이 돼요 0
506,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),1,창조컴과,3,4,2,1,문과 조금 섞은 이과 교양... 과목명에 혹했다면 듣지 않으신는걸 추천합니다. 평가 기준도 모르겠고 랜덤 학점이에요.,도움이 돼요 0
507,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),2,학점뭐별거있나울지마,3,3,3,3,강의 내용에서는 많이 배웠는데 시험 문제는 배운 내용을 확실하게 반영하지 않는거 같아 아쉬워요.,도움이 돼요 0
508,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,카페게이트,3,2,4,1,비쁠 나올 것 같았는데 진짜 비쁠 나옴. 그냥 그저 그랬음. 대부분 교수님의 강의 보다는 외부 강사 초청으로 강의가 진행되는데 그 내용은 시험에 거의 안나오고 그냥 생각 적는 시험. 길게 쓰면 점수 잘주는 경향 있음.,도움이 돼요 0
509,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),4,금쪽이,4,3,4,4,"출석체크는 12시 정각에 조교님이 호명하신다. 앞에서부터 부르거나 뒤에서부터 부르거나 랜덤이다. 시간표를 예쁘게 만들려고 들은 강의인데 생각보다 너무 유익했다. 몇몇 수업은 초청되신 분들이 강의를 진행하시지만 기본적으로 여자 교수님께서 진행하신다. 여자 교수님의 경우, 마이크를 가지고 돌아다니시면서 학생들에게 질문을 던지시는데 크게 어려운 질문은 아니었던 것 같다. 딜레마에 대해서 배우는데 이런 강의를 들을 수 있어서 좋았다. 과제는 있다고 들었는데 없었고, 기말고사에 그 내용이 녹여든 것 같았다. 중간과 기말은 대체적으로 여자교수님 부분에서 나왔지만 다른 교수님들 강의에서도 나왔다. 전날 공부를 시작해도 충분했다. 시사와 관련된(홍콩) 문제도 있었던 걸로 기억한다. 시험 점수를 따로 공지해주지 않으셔서 걱정했는데 에이쁠 나왔다. 딜레마와 윤리에 대해 조금이라도 관심이 있으면 들어보는 걸 추천한다.",도움이 돼요 0
510,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),1,m1nq,3,4,1,1,"제가들어본 교양중에서 제일 별로였습니다.
체계적이지 못한 강의, 변별성 없는 시험문제, 배울게 없는 강의였습니다.",도움이 돼요 0
511,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),4,jeanmax,1,2,3,3,출석체크를 항상 정각에 하십니다. 시험은 본인이 생각해서 논술 답안처럼 작성해야 좋은 점수를 받을 수 있습니다.,도움이 돼요 0
512,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,꿀강으로,4,3,3,2,출첵은 랜덤이지만 거의 하는 편이었고 강의는 어렵지 않았지만 길어서 조금은 루즈해지는 경향이 있었지만 초빙 강사분들이 바뀌기 때문에 나름대로 재미있었습니다. 수요일 하루에 몰아서 듣기 때문에 다른 수업은 같이 병행 안하는 걸 추천드리고 공부는 그때 그때 복습하는게 효과적인것 같습니다.,도움이 돼요 0
513,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),2,착쓰,3,2,1,2,"과제는 없어서 평소에는 편합니다. 
그래서 시험의 비중이 큰 편인데 시험이 수업 내용 암기보다는 이를 바탕으로한 글쓰기 형식으로 나오니 자신의 생각을 정리함이 필요할 것 같습니다.",도움이 돼요 0
514,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),4,코딩하는호랑이,3,3,4,4,강의명은 소프트웨어윤리인데 윤리가 훨씬 많은 부분을 차지함 여러 교수님들이 초청되셔서 강의하시는데 강의 도중에 학생들 의견을 자주 물으시고 출첵은 매일 함 가끔 수업끝나고 한번 더 하는 경우도 있음 여자교수님께서 윤리이론을 수업하시는데 그 교수님이 시험문제를 내시기 때문에 소프트웨어와 관련 된 상황을 윤리 이론을 적용하여 서술하는 문제가 시험의 전부임 그래서 다른 교수님들이 강의하신 부분 공부해도 시험에는 큰 도움 안되고 윤리이론만 적당히 공부해가면 누가 얼마나 잘 서술하냐로 학점이 나뉠듯함 과제는 없어서 시험과 출석으로 학점을 내시는데 시험점수는 공개를 안하셔서 모르겠다만 올 출첵하고 시험 때 정신없이 쓸 내용은 다 썼는데 학점은 잘 받음 개인적으로 윤리적으로 생각할 것들이 많아서 많이 배워간 강의였음,도움이 돼요 0
515,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),2,10626,2,3,4,1,"매번 다른 교수님들이나 강사님들이 수업하시는 데 내용이 각각 달라서 하나의 과목을 듣는 것 같지가 않습니다. 전체적으로 수업이 정리되지 않아서 정신이 없고 내가 뭘 배운건지 잘 모르겠는 상태로 종강을 맞이 합니다. 
시험은 공부한 것이 거의 의미가 없고 자신의 생각을 쓰는 형식입니다. 그래서 오히려 공부량은 적은 것 같다고 생각하는데 성취감도 없습니다... 시험 볼 때 가장 필요한 지식은 윤리학 관련이기 때문에 고등학교 때 생윤이라도 배운 사람이 듣는 걸 추천합니다.",도움이 돼요 0
516,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),4,에프지말아요,1,2,5,1,"수업 출첵은 매일 하십니다. 가끔은 수업 끝나고 한번 더 하는 경우도 있으니 주의하세요.
매번 다른 교수님이 오셔서 강의하십니다. 그러나 시험은 이와 무관한 문제로만 출제됩니다.
한 교수님당 300쪽에 육박하는 피피티를 다 끝내시고 가서 범위가 매우 많으나 공부하지 않으셔도 됩니다. 
윤리 관련 개념만 몇개 외워가시면 충분합니다
저는 고교시절 생윤을 배우고 와서 시험기간에 편하게 공부할 수 있었습니다.
학점도 굉장히 잘 주시는 것 같아요. 문과 과목에서 에이쁠 받은 적 없는데 여기서는 받았네요",도움이 돼요 0
517,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),2,후라보노,3,4,3,1,평가 기준을 모르겠어요. 수업 때 배운 내용도 거의 없는데 그게 시험 문제랑 무슨 상관이 있는 지 모르겠습니다. 본인 생각을 묻는 문제들도 많고 애매한 문제들이 많았어요.. 그냥 얼마나 썰 잘푸는지에 따라 랜덤학점 주시는 것 같아요.,도움이 돼요 0
518,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),1,dkfkgkg,3,3,3,1,"교수님은 안오시고 다른 분이 오셔서 수업합니다. 초청 수업도 많이 진행하구요. 딱 교양 수준의 내용입니다.
출석은 매번하시고 가끔은 끝나고 한번 더 부르십니다 . 수업은 강의내용 기반해서 기말 중간 치는데 솔직히 시험문제가 좀 이상하게 나와서 당황했습니다. 한번에 수업 미뤄서 듣고 싶은분만 들으시고 아니면 굳이 들을 필요가 있나 싶네용",도움이 돼요 0
519,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),4,자네생각있는가,3,3,3,3,교수님이 설명도 잘 해주시고 학생 참여도도 높습니다. 과제나 시험도 공부할 만한 편입니다. 시험은 논술형식인데 정답이 있는 건 아니고 수업 내용을 바탕으로 자신의 생각을 피력하는 식입니다.,도움이 돼요 0
520,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,Lowe,1,2,4,3,수업 내용을 암기하기 보다는 응용하는 논술 형식의 시험문제가 많이 나옵니다. 기말에는 수업 중 다뤘던 디테일한 부분에서 문제가 나오기도 해서 수업은 열심히 들어야 합니다. 출석체크 매일 하십니다.,도움이 돼요 0
521,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,쏘쏘쏘소,3,3,3,3,교수님이 한분이 아니라 내용에 따라 다른 교수님들을 초빙해서 강의하는 식이네요 다양한 내용을 배울수있어요 처음에는 그냥 윤사같은 이론부터 그걸 소프트웨어분야에 적용해나가요 들을만합니다,도움이 돼요 0
522,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),5,donotaskthat,2,4,5,5,"강의 내용 자체가 굉장히 철학적입니다. 좋은 의미로요. 얻을 것이 많은 강의입니다. 시험이 상당히 어렵습니다. 하지만 어렵다고 해서 점수를 안 주시는 것 아니고요, 적당히 논술하시면 학점 잘 주십니다.",도움이 돼요 0
523,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,앵간하네,1,1,4,2,"이원규 교수님은 첫날 오리엔테이션때 보시고 다시 뵐 일이 없습니다. 윤리학을 다루시는 김자미 교수님이 4~5번 + 로스쿨 교수님 3분 + 외부 강사분들로 수업이 구성되어 있으며, 사실 김자미 교수님 수업과 블록체인 수업 정도만 유의깊게 들으면 됩니다. 중간고사와 기말고사가 김자미 교수님의 강의로만 나오며 그 개념을 응용하는 사례만 다른 교수님들 수업에서 나옵니다. 다른 교수님들 강의 중에 해외사례 위주로 정리해두시면 충분합니다. 다른 교수님들 수업 내용 중에서 개념 내용을 묻는 문제는 안나와요. 개인적으로는 대체 무슨 강의인지도 모르겠고 시험 문제도 썰풀기 능력 위주로 점수가 메겨질수 밖에 없어서 별로였습니다. 학점은 A+이 나왔으나 추천하진 않습니다. 랜덤박스 수준으로 글 좀 써서 학점에서 꿀을 찾으신다면 추천드립니다.",도움이 돼요 0
524,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,매플,3,4,3,2,"여러 교수님이 들어오세요. 이번 학기에는 일본에서 오신 교수님 한번 + 로스쿨 교수님들 여러번 + 교육대학원 교수님 한분 (제일 많이) 들어오셨어요! 맨 처음에 들어오시는 이원규 교수님께서는 수업은 안 하세요. 문제는 서술형 4개로 나오는데, 생각을 쓰는 문제가 나와요. 특징은 무조건 길게 쓴다고 잘 받는 거 아니에요. 1번은 10줄까지만 채점하시겠다(10줄 넘어가면 그 후로는 안 봄) / 2번은 15줄까지만 보시겠다 이런거 말씀해 주세요. 내용은 주로 '소프트웨어'보다는 '윤리'에 초점맞춰진 수업이에요. 공리주의와 의무론에 대해서도 나오고/ 저작권과 관련해서 발생하는 딜레마에 대해서도 다뤄요. 후반부에서는 도덕발달 단계에 대해 주로 다루었던 것 같아요. 간단하게 말씀드리면 ex. 개인정보를 활용해서 직원을 채용하는 시스템을 사용한다 (찬: 회사에 장점 / 반 : 개인정보 유출) 이런 문제가 많아요. ex. 의료 관련 개인정보를 수집해 놓으면 더 많은 곳에 유용하게 쓸수있다 vs 수집하면 안 된다 이런 문제도 있구요. 도덕발달 단계에서는 희귀병에 걸린 남편을 위해 약을 구하고 싶은데, 약국에서 엄청 비싸게 파는 거예요. 상황은 엄청 가난한 상황이구요. 약이 없으면 남편은 죽습니다. 그래서 약을 훔쳐야 하는지 말아야 하는지를 도덕발달 단계에 나누어 생각해 보는 거예요. 이런 문제가 재미있으시면 수강을 추천드리고, 이 강의의 특성이 생각만 하다가 답은 없거든요. (어느 한쪽으로 답을 내는 것이 아니라 찬성 측면에서 도덕발달 단계별로, 반대 측면에서 도덕발달 단계별로 생각하는 거예요.) 

+ 교수님께서 갑자기 대답 시키시기도 하는데 크레딧 반영은 안 되는 것 같아요. 부담 없이 말하시면 되는데, 이런 거 싫어하시는 분은 힘드실 것 같아요.

+ 3시간짜리 강의인데, 거의 모든 교수님들이 2시간 10분~2시간 40분 내에 마쳐 주십니다.",도움이 돼요 0
525,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),1,lira,4,5,1,1,그냥 윤리과목에 가까움 윤사선택했으면 알만한내용일듯..,도움이 돼요 0
526,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),5,돗돗,1,1,5,2,"수업때도 각자 생각 얘기하는 시간이 대부분이고 교수님이 계속 바뀌어서 정말 강연보러 왔다고 생각하면 편합니다. 
시험공부도 딱히 안하고 시험문제도 그냥 수업 때 했던 큰 주제들바탕으로 생각 쓰기 같은 시험입니다.
뭔가를 달달 암기하거나 정리하거나 할 필요가 없어요
학점이 어떻게 나올지 너무 두려웠으나 저를 비롯한 같이 수강했던 친구들 다 에이쁠인 것을 보아 학점천사인게 분명합니다",도움이 돼요 0
527,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,oc0110,4,4,3,3,"이 수업을 배우면서 기억이 나는 내용은 양자역학의 이론밖에 없다. 수업 자체가 어렵지는 않지만, 그렇다고 해서 얻어갈 것도 많지는 않음. 수업의 이름을 보고 컴과생들이 많이 신청을 했지만, 그거와 무관한 수업이다.",도움이 돼요 0
528,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),3,재롱,3,3,5,1,"진짜 배운 게 없다. 배운게 없는 것과는 별개로, 교수님의 수업에서 상당한 스트레스를 받는다. 학점 주는 기준을 아직도 모르겠다.
학습량은 보통. 솔직히 수업 안들어도 될 것 같지만, 시험을 그럭저럭이더라도 보려면 수업을 듣는 것을 추천. 출석점수도 꽤나 있는 듯",도움이 돼요 0
529,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),1,에붸붸붸붸,4,4,5,4,"컴퓨터학과의 수업이지만 코딩을 하지 않은 거의 유일한 과목입니다.
출석은 매시간마다 하며 출튀를 방지하기 위해 끝나고도 출석을 체크하기더 합니다.
수업마다 다른학과나 해외 교수님들이 출강나오셔서 정보윤리에 관련된 법과 철학적 딜레마, 그리고 해외의 교육 사례를 배웁니다.
과제는 없고 시험은 중간과 기말두번을 보며 수업자료를 기반으로한 도덕 윤리적 문제에 대한 자신의 생각을 적는 것이 주를 이룹니다. 모든 ppt를 외울필요는 없지만 좋은 학점을 위해서는 외우는 것이 좋을 것 같습니다.",도움이 돼요 0
530,19-2,COSE159,소프트웨어윤리,이원규,#수(3-5),4,오늘은외출중,3,3,3,2,"출석은 수업시작 시간에 바로 합니다. 여러 강사,교수님들이 수업을 하고 과제가 없어서 시험에 모든것이 달려있습니다. 수업에서 활용하는 ptt는 대부분이 블랙보드에 올라가지만 시험과 관련이 있으면 올리지 않았습니다. 시험은 수업에서 나온 내용을 바탕으로 논술 쓰듯이 쓰면 됩니다.",도움이 돼요 0
531,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),4,안녕하세요55,3,3,3,3,어려웡려ㅜㅜㅜㅜㅠㅠㅜㅜㅜㅜㅠㅜㅜㅜㅜ어려워요,도움이 돼요 2
532,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),4,ab123,4,4,5,2,"중간고사까지는 고딩때 배운 확률 통계 부분을 주로 다루기때문에 쉽게 넘어갈수 있지만, 기말고사때는 어림도 없었습니다 ㅠㅠ 수학 자신있으신 분들은 들으면 좋을거 같네요. 중간 기말을 잘치는 것이 중요하기 때문에 중간중간 나오는 과제 문제들을 열심히 분석해서 준비하면 됩니다. 학점을 정말 잘주시는 편입니다.",도움이 돼요 0
533,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),2,재걸추,4,4,3,3,"보통 생각하는 확률 과정을 공부한다
수업은 괜찮은 편인거 같은데, 시험시간이 굉장히 별로다
시험 시간에 제한이 없는 대신에 밤 7시부터 보기 시작한다
이게 문제가 수업은 월/수에 하는데 
날짜를 사실상 교수님맘대로 정해서 화/목에 볼수도 있다(운이 나쁘면 금요일도)
다른 시험이랑 겹치면 매우 힘들다
교재 문제와 과제로 내주는 문제만 잘 풀줄알면 학점은 잘나오는 거같다
수학을 좋아하거나 자신있는 사람이 들으면 꿀과목이다",도움이 돼요 0
534,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),3,오브,5,5,4,3,"강의는 무난하나 과목 자체의 난이도가 상당히 높습니다.
꾸준히 나오는 과제를 그때그때 어떻게든 풀면 시험 대비할 때 수월합니다.
학점은 괜찮게 주시는 것 같으나 수학에 약하신 분은 개인적으로 다른 강의를 추천합니다.",도움이 돼요 0
535,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),3,호후하,4,4,4,3,중간 전까지는 쉬웠으나 이후부터 많이 어려워졌습니다. 과제가 결국 시험공부이기 때문에 제때 하시는 것을 추천드립니다. 시험시간이 정규 강의시간과 다를 수 있다는 점을 유의하셔야 합니다. 다른 요일 저녁 7시에 시험을 치루고 그랬습니다.,도움이 돼요 0
536,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),4,참깨스틱1,3,1,4,3,확률 기초를 배웁니다. 중간고사 이전에는 고등학교 수준 수학이지만 이후부터 난이도가 점점 올라갑니다. 중간고사는 평이했으나 기말고사는 꽤 난이도가 있었습니다. 과제는 한 챕터끝날때마다 하나씩 나옵니다. 출석체크는 없었습니다.,도움이 돼요 0
537,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),4,농부의마음으로,4,3,4,2,"과목명 그대로 확률을 다룹니다.
수학에 자신 있다면 수업을 안듣고도 쉬운 과목일 수 있으나 한번 놓치면 따라가는데 어려움이 있었습니다.
중간 기말고사와 문제풀이 과제로 성적을 내는데 부분점수 없습니다.
성적은 후하게 주십니다.",도움이 돼요 0
538,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),5,KING너네는나못이겨,4,3,5,4,"꿀강입니다 고등학교 확통 + 간단한 미적분법만 알고 있으면 별로 어렵지 않은 내용임.

사람들이 공부를 진짜 안 하는지 시험 난이도에 비해 너무 평균이 낮음

과제를 단원 별로 내주는데 이거 풀면서 복습하고 시험 전에 수업자료에 예제랑 과제 문제 복습하고 가면 됩니다.

수업 자료의 증명은 직접 안 물으니까 자세히 보실 필요는 없고 식 유도할 때 테크닉만 유의해서 보세요

시험은 풀이 과정 하나도 안 보고 그냥 답만 맞으면 됩니다. 계산 실수 주의하세요~

다시 말씀드리지만 나는 수학이 정말 싫다 아니면 꿀강이니까 꼭 들으시길",도움이 돼요 0
539,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),5,Phion,3,3,4,4,"만일 컴퓨터학과 암기에서 허덕이신다면 이 강의는 그야말로 사막위의 오아시스입니다.
중간고사 전 내용은 고등학교 때 배운 확률의 연장선상이고,
기말내용이 어려워서 조금 힘들어지지만 그래도 수식이나 문자가지고 간단하게 증명 혹은 결과를 도출해내는 수학공부를 좋아하신다면 완전 추천!",도움이 돼요 0
540,19-2,COSE382,확률및랜덤과정,정원주,#월(2) 수(2),4,꿀강사냥하자,3,4,5,3,"1. 학점
중간 95점, 기말 60점 맞았는데 A+ 받았습니다.
중간고사는 제 예상으론 평쁠 30일거같고, 기말고사는 평쁠 10일 것 같습니다.
A 받지 않을까 생각했는데 + 붙여주신 것 보면 소문대로 혜자강의인것 같습니다.

2. 과제
과제가 매주 나옵니다.
어렵긴 한데, 매번 chegg의 힘을 빌려서 문제를 풀면 할만합니다 (당연하지)

3. 시험공부
다른거 하지말고 그냥 피피티에 나온 예제들이랑 숙제들만 반복해서 공부하시면 좋은 성적 무조건 나옵니다 (이과 기준)
기말고사는 제가 포인트를 잘못잡고, 수식 증명하는데에 초점을 맞춰서 공부했다가 조졌습니다.

4. 배운 것
이번에 기계학습 공부하면서 확률적 지식이 많이 부족함을 느꼈는데,
아주 조금 도움 되긴 했습니다.
나름 배워가는 것이 많았던 강의였습니다.
마지막에 마코브 못 배운건 아쉽긴 하네요",도움이 돼요 0
541,19-2,COSE362,기계학습,육동석,#월(1) 수(1),3,나토나토,5,5,3,2,"수학과 학생이 질문을 합니다 : ""교수님 이 수식에서 저 부분이 이렇게 저렇게 ~~~""

컴과 학생이 질문을 합니다 : ""저 교수님 방금부분 한번만 더 설명해 주실수 있나요?""


수업 내용을 이해할수 없는데 모든 수업이 판서라서 다시 볼 수 없으니 일단 노트에 옮겨적고 봅니다

필기 내용을 이해할수 없지만 시험은 봐야하니 컨닝페이퍼에 옮겨적고 봅니다

시험 내용을 이해할수 없지만 중복된 단어가 나왔으니 컨닝페이퍼에 적은걸 시험지에 옮겨적고 봅니다

B+이 나왔습니다

?",도움이 돼요 1
542,19-2,COSE362,기계학습,육동석,#월(1) 수(1),3,라면건더기,5,4,2,4,"출석체크가 없고 과제가 없음
매 시험때마다 A4앞뒤분량의 cheating paper를 허용하심
ppt없고 매 수업은 판서로 진행하심

개인적으로 마음에 들지 않았던 부분은 중간고사, 기말고사 이외에 그 어떠한 평가기준이 없었다는 것.
과제가 한번도 없어서 공부를 어떤 방향으로 해야하는지, 뭘 공부해야 하는지 갈피를 잡기가 힘듬
제일 열심히 공부했는데 성적은 제일 안나온 과목
배우는건 재밌는데 끝나고 돌아봤을 때 남는게 보이지 않음.",도움이 돼요 1
