,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings4,ratings3,comment,helpful,ratings2
4918,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,편돌이,1,1,2,2,수업보다는 다른 학과 학생들과 친해지는 것을 독려하는 과목. 대면이었다면 친해질 기회가 많았을 것 같은데 비대면이어서 더 편하긴 했어요 ㅎ..,도움이 돼요 0,5.0
4919,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,띵작생활,2,2,5,4,"최고의 교수님이십니다
학점 잘준다고 해서 가볍게 듣기 시작했는데
강의 내용도 너무 좋았습니다이 강의를 추천!",도움이 돼요 0,5.0
4920,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,ammy,4,2,4,4,출첵은 매일 블랙보드에 해야합니다. 강의 내용도 흥미롭고 교수님도 완전 천사이셔서 ㅠㅠ 이문영교수님 최고입니다!,도움이 돼요 0,5.0
4921,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,마룽마룽,1,1,5,3,"진짜 주변에 A+ 안 받은 사람을 찾을 수 없을 정도로 학점을 정말 뿌리신 것 같습니다.

중간고사, 기말고사 둘 다 과제물로 대체하였고 웬만하면, 제출하기만 하면 만점 주시는 것 같습니다.

그리고 학기 내내 10명이 좀 넘는 인원으로 팀플을 하게 되는데 역할 잘 배분해서 할 거 챡챡하면 됩니다. 걱정할 거 하나도 없습니다!

교수님도 굉장히 적극적이셔서 좋았던 강의였습니다.",도움이 돼요 0,5.0
4922,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,MS12,3,1,4,2,"따로 준비해야되는 건 없습니다. 창업 관련 팀플이고 기말에 발표하는 것만 잘 하면 됩니다.
근데 아마 학점을 정말 잘 주셔서 팀만 잘 만나면 한 학기동안 행복한 강의 시간이 됩니다.
강의 내용에 크게 집중할 필요도 없고 과제 제출 일시만 지킨다면 학점이 보장되는 강의 입니다.이 강의를 추천!",도움이 돼요 0,5.0
4923,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,공뇽,1,1,4,2,"매우 널널한 수업이었습니다. 교수님께서 이 수업은 학점을 위한 수업이 아니라고 하시면서 창업에 있어 학생들이 많은 인사이트를 얻고 좋은 커뮤니티를 형성하시길 바라셨습니다. 
중간 기말 시험을 모두 대면으로 치렀는데, 문제를 미리 알려주셔서 미리 작성해서 가면 되었기 때문에 시험은 사실상 팀원들과 교수님 얼굴을 뵙는 자리였습니다. 
개인 과제 한번 팀플 하나가 있었는데, 개인 과제는 평가를 위해서라기보다는 팀을 나누기 위한 것으로 보였고, 팀플은 팀장님 빼고 나머지는 매우 널널하게 가는 느낌이었습니다.이 강의를 추천!",도움이 돼요 0,5.0
4924,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,야무지게꿀강먹어야징,1,1,5,1,"교수님 완전 착합니다!
수업은 비대면으로 진행 했으며 
중간 기말은 다 대면 과제로 주셨습니다
팀플 하나 있는데 팀원 잘 만나세요~
그럼 학점 잘 받아갑니당 
컴공 중에 꿀강이 강의를 추천!",도움이 돼요 0,5.0
4925,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,606,1,1,3,1,"출첵은 블랙보드에 출석확인 자율화로 하셨었는데 몇 번정도는 빠져도 지장 없는 듯합니다
배운 건 없지만 교수님이 이쪽 분야에 열정이 있으신게 보입니다 자료도 계속 새로 만드시고 .. 
중간 기말은 그냥 시험날 한번 조끼리 모이는데 의의가 있고 그날까지 주어진 주제로 1~2페이지 글 쓰는 걸로 끝났습니다
팀플은 조장님께 그냥 얹혀갔어요 .. 
학점 매우 잘 주십니다이 강의를 추천!",도움이 돼요 0,5.0
4926,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,mok99,1,2,4,3,"비대면이고 수업 진행도 쉽습니다
조금만 고생하면 쉽게 A+ 받아가실 수 있습니다. 다만 개인과제는 꼭 제출합니다
들을 수 있을 때 꼭 들으세요....이 강의를 추천!",도움이 돼요 0,5.0
4927,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,뇸뇸냠냠,1,1,3,2,"교수님이 너무 친절하시고 거의 하는거없이 에이쁠받아갈수있어요..
출석은 매 수업마다 줌 접속하면 자동으로 되니까 제대로 안듣더라도 에이쁠 받으려면 출석은 해야됨이 강의를 추천!",도움이 돼요 0,5.0
4928,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,레오,1,1,3,3,"진짜 컴과 최고 꿀강입니다.
트렌드를 알 수 있게 뉴스를 읽어주시고, 스타트업 생태계에 관해 많이 알려주십니다.이 강의를 추천!",도움이 돼요 0,5.0
4929,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,로수붐티,3,3,5,5,"아마 이 강의 검색하셨다면 대충 느낌 아시리라 생각합니다. 한 가지, 이번 학기는 비대면이었습니다. 강의 끝에 교수님께서 2학기부터는 대면으로 진행하는 만큼 강의에 많은 변화를 주실 것이라 하셔서.. 좀 더 소통 많이 하고 참여 많이하는 식으로.. 암튼 교수님께서는 강의 시간을 학생들 학점 벌어가는 시간이 아니라 네트워킹 장소로 활용되는 모습을 그리시는 듯 합니다. 사회 트렌드에도 정말 관심 많으시고 많은 것을 알려주려 하십니다. 재밌어용",도움이 돼요 0,5.0
4930,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),3,휴학할거임,1,1,3,2,출석은 블랙보드 상으로 자율출석? 매번 누르는 창구를 만들어 두셔서 매번 한다고 체크했는데 교수님이 출석 그렇게 중요하지 않다고 늘 말씀하셔서 저게 평가에 반영되었는지는 모르겠습니다. 수업 초반에는 뉴스 클리핑이라고 수업과 관련있는 이번주 핫이슈...들을 쭉 읊어주시고 본격적으로 수업을 하시는데 사실.. 수업 내용은 기억에 남는 게 거의 없습니다. 교수님 목소리가 중후하시고 나른해서 수업에 집중하기 힘든데 나름 또 뉴스클리핑 듣다 보면 재밌고 적응 됩니다. 중간 기말 시험은 교수님이 미리 주신 주제로 레포트 쓰는 건데 양만 채우면 되는 것 같고 팀원들끼리의 만남을 중시합니다. 대형 팀플이다 보니 팀워크나 각각의 인원들이 팀에 기여를 했는지 등등을 더 중요하게 평가하시는 것 같아요. 할 일들만 가볍게 다 하셔도 무리없이 좋은 학점 얻을 수 있습니다. 근데 무언가 얻어가고자 한다면 그리 추천하지 않습니다.,도움이 돼요 0,5.0
4931,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,mobumsaeng,1,1,1,1,팀을 잘 만나야 합니다. 빨리 보고 팀을 잘 선정하세요. 그게 이 강의를 얼마나 꿀빨수 있는지 그 척도입니다. 다들 화이팅ㅎㅎㅎㅎ,도움이 돼요 0,3.0
4932,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,숙라,1,1,3,4,킹갓문영 교수님입니다..팀플 과제가 있긴 하며 팀리더는 자발적으로 지원합니다. 팀 과제는 사업계획서를 작성해 발표하는 것으로 이번 학기는 한 팀당 12명이상의 꽤 큰 규모의 팀으로 이뤄졌습니다...팀리더로 하시면 꽤나 많은 경험이 될 거 같으며 시험은 거의 없다고 보면 되니 팀발표에 최대한 집중하시면 좋은 성적 받으실 수 있을겁니다!이 강의를 추천!,도움이 돼요 0,5.0
4933,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,samuella,2,2,3,3,"교수님께서 수업강의력은 그렇게 좋지는 않지만, 학생들을 위하려고 하시는게 보이고 매 수업시간마다 진짜 열심히 준비해서 오십니다. 
교수님 덕분에 평소에 관심없는 창업에 관심을 갖게 되었고, 팀플도 10명 넘게 같이 하기 때문에 전혀 부담없습니다.
저도 좋은 부장님 만나서 좋은 학점 받을 수 있었습니다. 꿀강 찾고 싶으시다면 꼭 들으세요!이 강의를 추천!",도움이 돼요 0,5.0
4934,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,열린CV,1,1,1,2,"주변에 전부 A+인 것 보면
성적을 정말 퍼주시는 것 같습니다.
공부할 것은 많지 않지만
최신 뉴스를 가지고 와주시는데 흥미로운 내용이 많았습니다.
관심 있는 분들께 많이 도움이 될 것 같습니다.",도움이 돼요 0,5.0
4935,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,dizzzy,1,1,5,5,이문영 교수님 수업 좋아요. 소벤융전하시는 분이라면 꼭 들어야하는 전필이지만 전필이라도 듣기 아주 좋았습니다.,도움이 돼요 0,5.0
4936,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,망나뇽3,1,1,5,3,"공부를 한다기 보다는 기업가 정신을 고양시키는 데 좋은 강의입니다
다음번 학기에는 팀플같은 활동을 강화시키신다고 해서 더 재밌을 것 같아요",도움이 돼요 0,5.0
4937,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,꿀강찾아헥헥,1,1,3,2,"교수님 정말 착하시고 대형강의라서 출석도 자율로 합니다. 뉴스 기사 매번 정리해서 소개해주시는 일이 쉽지 않으셨을텐데... 열심히 들으면 매우 유익합니다. 무엇보다 학생들에게 크게 바라시는게 없고, 기말고사도 과제형식입니다. 학점은 퍼주십니다. 조별 과제가 전부인데 한 조가 10명이 넘습니다. 사람이 많아서 장단점이 있습니다. 조장은 힘들진 않지만 스트레스 받을 수는 있습니다. 그치만 조장하면 교수님이 잘 챙겨주십니다이 강의를 추천!",도움이 돼요 0,5.0
4938,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),3,수진,3,3,3,3,"진짜 사업계획서를 작성하는게 거의 전부인 수업입니다. 
출석은 자율 출석체크 하는걸로 기록이 되서 직접 부르시거나 하진 않지만 다 기록이 됩니다. 
팀을 잘 만나는게 좋고 열심히 하시면 얻어가는게 많아요. 
시험이 있기는 한데 이번에는 내용이 중요하지는 않다고 하시긴 하셨습니다.",도움이 돼요 0,3.0
4939,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,TMT,1,3,4,4,"컴과 4학년 과목 최고 꿀강 중 하나입니다. 수업은 최근 IT/소프트웨어나 경제 관련 트렌드를 짚는 것과 기업 경영시 필요한 능력/자질에 대해 가르쳐 주십니다. 듣고 있으면 조금 지루하긴 하지만 매우 유익한 내용들이 많아 들어두면 도움이 됩니다. 시험은 따로 없다시피 하고 대신 중간고사 전에 자신만의 사업 아이디어 제출, 기말 기간까지 사업 아이디어를 선택하여 팀에 합류해 어떻게 사업을 진행할 것인지에 대해 ppt를 작성하는 프로젝트를 합니다. 참여 팀에 따라 호불호가 좀 갈릴 수 있지만 대부분 팀장님들이 자신의 실제 사업을 진행중이거나 구상하고 있는 분이 많아서 좋은 아이디어들이 많이 나오니 ppt만 잘 만들어주시면 어느정도 묻어갈 수 있습니다.

자신이 팀플이 너무 싫다면 추천하진 않지만, 저는 그걸 감수하고도 유익하고 꿀인 수업이었다고 생각합니다.이 강의를 추천!",도움이 돼요 0,5.0
4940,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,bestpart,1,1,5,4,"스타트업프로젝트관리와 기업가정신과리더십을 같이 수강한 학생입니다!
수강생에 비해 팀장님이 적다보니 10명이상의 인원에서 팀플을 하게 되었는데 원활하게 팀플이 이뤄졌습니다.
수업은 비대면이고, 교수님이 시험은 중요하지 않다고 강조하시는 것처럼 따로 공부하지 않아도 되는 내용입니다.
시험은 교수님이 며칠 전에 주제를 알려주시면 레포트 형식으로 써오면, 형식만 만족하면 다 만점을 주신다고 하셨습니다.
수업 출석하고, 팀플 잘 참여해서 A+ 받아갑니다! 교수님 감사합니다!이 강의를 추천!",도움이 돼요 0,5.0
4941,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,하이Hi,3,3,4,4,"수업 자체는 흥미로운 내용 많이 다루기 때문에 재미있다. 

정말 팀플이 중요한 과목. 팀플로 좀 적극적이고 일을 잘 해결하는 사람을 만나면 뭐든 할 수 있다.
교수님께서는 학점은 정말 잘 주시고, 시험도 수업도 큰 부담 없이 들을 수 있다. 추천.이 강의를 추천!",도움이 돼요 0,5.0
4942,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,mobius00,1,1,3,3,"중간고사, 기말고사 두 번 다 2페이지 이상 보고서를 작성하는데 주제는 며칠 전에 다 알려주십니다.

그리고 시험 날에 가면 그 날 자정까지 제출하라 하시고, 중간고사 때는 팀플 조원들끼리 얘기를, 기말고사 때는 보고서 쓰면서 교수님께서 여러 얘기를 해주셨습니다.

과제는 없었고, 팀플 점수도 매우 잘 주십니다.이 강의를 추천!",도움이 돼요 0,5.0
4943,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,eon,1,1,4,3,학점은 A플 고정이라고 생각하면 됨. 팀별로 사업계획서 작성해 발표하는 것이 학기 목표. 평상시 수업은 시사 뉴스 및 상식 정도 수준. 팀 뽑기를 잘 해야함. 타 캠퍼스 사람과 같은 팀이 될 경우 답답함이 있음.이 강의를 추천!,도움이 돼요 0,5.0
4944,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,글쎄다샹,1,1,2,1,"희대의 꿀강 팀플형식으로 진행하나 이미 아이디어를 가진분들이 많이오셔서 쉽게 버스탑승가능
시험도 오픈북이고 미리준비가능이 강의를 추천!",도움이 돼요 0,5.0
4945,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,콩시렁콩시렁,1,1,3,2,"이렇게 개꿀강일줄이야,,,
팀 잘걸려서 한학기동안 진짜 편하게 보냈어요
교수님 강의력도 좋으시고 강의자료도 유의미한 것 같던데 전 1교시라서 한번도 못들어봤습니다..
창업에 관심있으신분들은 들어보면 도움 많이 되실것같아용이 강의를 추천!",도움이 돼요 0,5.0
4946,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,제기동,2,2,2,3,"팀플 하나 있음
중간기말은 사업계획서 보고 분석하는 레포트 제출로 대체
시험에 집착하지 않으시는 듯
학점 잘 줌",도움이 돼요 0,5.0
4947,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,wiser,2,2,3,2,"중간/기말과제는 과제대체로 제출만 하면 만점 주셨고, 한학기동안 진행했던 팀프로젝트도 전원 만점 주셨습니다. 에이쁠을 원한다면 최고의 강의이 강의를 추천!",도움이 돼요 0,5.0
4948,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,자정진어디갔냐,1,1,3,1,아침에 뉴스 듣듯이 듣기 좋았습니다. 아침이다보니 틀어놓고 자도 무방. 팀프로젝트가 있는데 리더님을 잘 만나서 재밌고 성취감 있는 프로젝트를 진행했습니다. 바쁜 학기 속에서 오아시스같은 꿀강의.. 교수님 사랑합니다 bb이 강의를 추천!,도움이 돼요 0,5.0
4949,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,리샤,1,1,1,3,거의 아무것도 안하고 A를 받을 수 있는 과목입니다. 과제고 시험이고 잘 할 필요 없이 분량만 맞춰서 제출만 제대로 하면 됩니다. 딱히 얻어 가는 건 없는 거 같은데 학교를 생존형으로 다니고 있다면 강력히 추천합니다..,도움이 돼요 0,5.0
4950,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,디즈니픽사좋아함,1,1,5,3,"빛문영 

제가 왜 스타트업프로젝트관리를 같이 듣지 않았을까요 .. 

교수님 항상 건강하시고, 앞으로 좋은 일만 가득하시길 바랍니다. 


2학기는 월수1도 아니던데 다들 꼭 들어주세요 제발 

아마 2학기는 2인1조 형식으로 토론?하는 느낌의 수업 방식을 사용하신다고 들었던 것 같고, 

중간 기말은 그냥 강의실와서 조원들과 인사하고, 보고서 조교님께 제출하시면 됩니다. 

물론 제출기간은 시험시간이 아니라 시험 당일날 자정까지 입니다 

다들 좋은 팀장과 조원들 만나서 편안한 한 학기 되시길 바랍니다이 강의를 추천!",도움이 돼요 0,5.0
4951,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),4,졸업시켜조,2,1,5,3,팀플이 번거롭긴 하지만 팀원만 잘 만난다면 쉽게 에이쁠 받아가실 수 있는 강의입니다. 남는 게 너무 없을까봐 좀 걱정했는데 강의 중간이나 중간기말 레포트 쓰면서 접한 정보들이 나름 흥미로워서 저는 만족스러웠네요.이 강의를 추천!,도움이 돼요 0,5.0
4952,22-1,COSE389,기업가정신과리더쉽,이문영,#월(1) 수(1),5,험프리덤프리,1,1,2,2,"조장을 하면 에이쁠은 확정입니다.

중간, 기말은 레포트 두장 짜리 써서 그날 저녁까지 내기만 하면 됩니다.

꼭 잡으십시오 제발!이 강의를 추천!",도움이 돼요 0,5.0
4953,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),4,illi,4,4,4,4,"미적이라면 김기택 교수님!!
교수님 정말 친절하게 가르쳐 주셔서, 수학에 자신 없는 사람이지만 쉽게 들을 수 있었습니다. 정확히 기억은 안 나지만 평균도 다른 분반보다 중간은 5점, 기말은 8점 정도 높았던 것 같아요. 학생들 편의를 많이 봐주시고 수업 진도도 적당한 것 같아요. 진도 나가는 양이 적지는 않지만 절대 밀리지 않으셔서, 시험 전에 휴강 한 번 퀴즈 풀이 한 번 할 시간은 꼭 있었습니다. 중간고사는 평균보다 3,4점 높은 점수였고, 기말은 평쁠 30정도 되었습니다. 잘해안 비쁠일 줄 알았는데 에이 나왔네요. 기말 범위가 더 어렵기 때문에 중간을 못 보더라도 포기하지 않고 기말 공부 열심히 하세요.
미적 과목 특성 상 양도 많고 과제도 6번 정도 있었습니다. 과제는 생각보다 양이 많기 때문에 마감일 전에 미리미리 해두세요.
!!생명대 미적은 무조건 김기택 교수님!!이 강의를 추천!",도움이 돼요 1,5.0
4954,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),5,likefirst,4,3,5,5,교수님께서 학생이 이해하기 쉽게 꼼꼼하게 강의를 해주십니다! 물론 기말고사 부분은 고등학교 기하를 공부하지 못한 학생들에게는 어려운 측면이 있기는 하지만 수업을 열심히 따라가면 충분히 만족스러운 성취를 할 수 있을 것이라고 생각합니다이 강의를 추천!,도움이 돼요 0,5.0
4955,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),5,haha_ha,5,4,5,5,"학기 내내 대면 수업으로 진행되었고, 출석 체크는 하지 않으셨습니다.
교수님께서 강의력이 정말 좋으시고, 학생들을 많이 배려해주십니다.
평소 수학에 거부감을 가지고 있었음에도 불구하고 이 수업은 시간이 가는 줄 모를 정도로 재밌게 들을 수 있었습니다.
중간고사와 기말고사 모두 대면 시험이고, 시험 직전 수업 시간에 퀴즈를 제출해야 합니다.
퀴즈와 과제의 범위가 시험 범위와 거의 동일하기 때문에 퀴즈를 열심히 푸시고 과제를 성실히 제출하시면 시험에 많은 도움이 됩니다.이 강의를 추천!",도움이 돼요 0,5.0
4956,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),5,Lkjb,5,5,5,5,"생명대 미적분 특성상 학습량이 매우 많습니다.
과제도 모든 분반이 5차과제까지 있어 꽤 많은 편입니다.
수신할 때 전공 하나 더 듣는다고 생각하시면 편합니다.
교수님 강의력과 판서 능력이 훌륭하십니다.
또 학생들을 많이 배려해주시고 질문도 잘 받아주십니다.
특히, 타분반과 달리 녹강을 올려주셔서 도움을 많이 받았습니다.
개인적으로 반복되던 입시 수학에서 벗어나 오랜만에 새로운 영역의 내용을 배울 수 있어 좋았습니다.이 강의를 추천!",도움이 돼요 0,5.0
4957,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),4,종강주세요제발,4,5,5,4,"교수님 수업은 정말 너무 좋고, 자세하게 모든 것을 하나하나 설명해주시려고 합니다. 보충 설명해야할 것이 있으면 녹화해서 강의 올려주시기도 하고 엄청 열심히 수업하십니다. 출석은 부르신다고 몇번 했지만 한번도 부르지 않았었습니다. 다만, 미적분 수업 특성상 학점을 받기가 좀 까다롭고 어려운 과목이라서 수업을 정말 열심히 듣고 공부해야 괜찮은 학점을 받을 수 있습니다.이 강의를 추천!",도움이 돼요 0,3.0
4958,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),5,JJLEE,4,3,5,4,"생명대 미적 상대평가로 진행되다 보니 그냥 혼자 열심히 하는 수밖에 없습니다.
그래도 교수님 강의력이 좋으시고 동영상 강의 복습용으로 올려주셔서 공부하는 데 큰 지장 없었습니다.
과제 열심히 하시면 시험공부 2-3일 안에 끝내실 수 있어요
그렇게 어렵지 않음.. 파이팅이 강의를 추천!",도움이 돼요 0,3.0
4959,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),4,qkejd,5,4,5,4,많은 양을 한 학기에 배우느라 진도가 빠르긴 하지만 강의력이 좋으셔서 이해하는데 큰 어려움은 없었습니다. 연습문제와 퀴즈 열심히 하면 시험도 잘 볼 수 있을 것 같아요.,도움이 돼요 0,5.0
4960,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),4,콩쿵,4,3,5,4,과제와 공부량이 많기는 하지만 교수님의 강의력이 뛰어나시고 학생들을 최대한 배려해주셔서 다른 교수님의 강의보다 수월하게 느껴졌습니다.  출석은 부르지 않았고 열심히 하면 학점도 잘 나오는 것 같습니다.이 강의를 추천!,도움이 돼요 0,5.0
4961,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),4,나는문어,4,4,5,4,"교수님 강의력이 정말 좋아요! 학생들 배려도 많이 해주셔서 수업 내용 온라인 강의도 올려주시고, 대동제나 시험이 겹치는 기간에는 온라인으로 수업 진행하셨어요!이 강의를 추천!",도움이 돼요 0,3.0
4962,22-1,MATH161,"미적분학및연습I생명과학대학, 보건환경융합과학부",김기택,#화(6) 목(6-7),4,0914,5,5,5,4,"교수님이 너무 좋으셔서 수업 참여도와 집중력이 높아졌다해도 과언이 아니다
질문도 친절하게 받아주시고 무엇보다 강의력이 너무 좋으십니다 ㄹㅇ이 강의를 추천!",도움이 돼요 0,1.0
4963,20-2,STAT404,베이즈통계입문,최태련,#화(6) 목(6),5,개미신용,4,4,5,5,"교수님 매우매우 친절하심. 강의력도 좋으셔서 수업 끝날때마다 아쉬움. 매번 수업 더 듣고싶었음
내용 재밌고 알참. 초반에 2주정도~첫과제까지 컨셉잡는거는 살짝 어려운데 그것만 알고나면 일사천리임. 생각보다 쉬움.
학점 정말정말 잘주심. 미니프로젝트 해야 에이플 받을수있다는 평 있어서 다했는데 까놓고보니 미니프로젝트 안해도 에이쁠 나옴.
부담없이 학점도 잘받으면서 기존 통계과목 질린다 하면 강력추천이 강의를 추천!",도움이 돼요 3,5.0
4964,20-2,STAT404,베이즈통계입문,최태련,#화(6) 목(6),3,노구,5,5,5,5,"어렵고 많이 배우고 학점은 잘주시는 그런 과목입니다. 공부해야할 것이 많지만 정말 강의력도 좋으시고 깊게 들어가며 배우는 것도 알찬, 정말 가장 이상적인 과목이 아닐까합니다. 좀 여유가 있다면 정말 추천하는 과목입니다. 꼭 들으세요이 강의를 추천!",도움이 돼요 1,3.0
4965,20-2,STAT404,베이즈통계입문,최태련,#화(6) 목(6),4,어부바,5,5,3,2,"통계학과로서 베이즈 통계에 대해 한번은 알아야하지 않나? 라는 호기심으로 듣게 되었습니다.

최태련 교수님 수업 특성상 강의력도 괜찮으시고, 커리큘럼도 체계적이지만
알아들을 수 없는 부분이 좀 많았습니다.....

수리적으로 증명하는 과정이 굉장히 많이 나오게 되는데,
이건 당연히 알겠죠? 라고 하고 넘어가는 부분이 굉장히 많습니다.

수리적인 증명에 자신 있고, 기초가 튼튼하신 분들이 들으면 무리가 없겠지만,
저는 조금 고통 받았습니다.

개인적으로는, 통계학 학부생이 들을 수 있는 강의 중에 난이도 자체는 가장 높은 강의입니다

중간, 기말은 1주일 기간을 주시는 Take-home 형식으로 나가게 되고 / 2번의 과제 / mini-project가 있습니다.
중간, 기말도 오래 걸리지만 과제 난의도는 더 어렵습니다 ...... ㅋㅋㅋㅋㅋㅋ 그래도 채점은 나름 후하신 듯 합니다.

강의 꼼꼼히 듣는데에 자신 있으시고, 과제/mini-project 까지 잘 할 수 있는 분이 들으신다면 무리는 없습니다.

베이즈 통계라는게 무엇인지는 알게 되었지만, 왜 통계학의 주류가 되지 못했는지도 같이 깨닫게 해주는 강의였습니다.이 강의를 추천!",도움이 돼요 1,5.0
4966,20-2,STAT404,베이즈통계입문,최태련,#화(6) 목(6),4,야박하시네,5,5,4,5,"제법 어렵지만 그래도 하는만큼 학점은 나옵니다.

비대면 강의여서이지는 모르겠지만 중간, 기말 모두 테이크홈 문제였고 

공부 열심히 했으면 충분히 다 풀 수준으로 나옵니다.

기말과 별개로 미니프로젝트 하나가 있으니 참고하세요.이 강의를 추천!",도움이 돼요 1,3.0
4967,20-2,STAT404,베이즈통계입문,최태련,#화(6) 목(6),4,명강찾아삼만리1,4,5,4,5,"매우 어렵습니다. 정말 어렵습니다. 진짜 어렵습니다.

일단 베이즈 통계학이라는 생소한 개념을 배우다 보니 공부할 게 좀 많습니다. 물론 개념들이 중복되는 부분이 많아서 하나하나 이해해가며 따라가면 오히려 다른 강의보다 챙길 게 적을 수도 있습니다. 하지만 그렇다 쳐도 좀 어려운 부분이 많고, 특히 R과 같은 통계프로그램에 익숙하지 않다면 과제를 하기 매우 힘들어 집니다.

물론 교수님의 강의력은 좋았습니다. 강의자료가 잘 요약되어 있었고 필기를 통해 추가로 설명이 필요한 부분을 채워주시는 식입니다. 온라인 강의로 진행된 이번학기는 매번 강의 시작 15분을 이전 강의에 대한 정리과 Q&A로 진행하셨습니다. 공부를 잘 하려한다면 문제 될 게 없습니다. 하지만 강의자료가 너무 잘 요약되어 있어, 강의를 듣고 필기를 최대한 다 하지 않으면 이해하기 힘들어지니, 매 강의에 집중하는 게 중요하다고 생각합니다.

과제는 주로 R(markdown)을 사용하게 되는데, 사용해야하는 코드 자체가 어렵기보다는, 과제나 시험의 문제를 적절히 코드로 구현하는 것이 어려웠습니다. 생소한 개념을 바탕으로 문제를 풀어야하니 해석이 어렵고, 사용한 적 없는 패키지(Rjags or WinBUGS)를 사용해야 해서 낯설 수 있습니다. 그래도 과제 풀이가 올라온 것을 보면 ""이렇게 하면 됐었구나""라는 생각이 들겁니다. 그리고 과제를 하다보면 자연스럽게 코딩이나 문제풀이 실력이 늘게되니 점차 성장하는 자신을 보게될지도 모릅니다.

어렵긴 했지만 성취감만 따지면 이번학기 강의 중 최고의 강의가 아니었나 생각합니다. 그래도 신청하기 전에 선수강 과목을 비롯해 다른 통계 강의를 이수하시기를 강력히 추천합니다.이 강의를 추천!",도움이 돼요 0,3.0
4968,20-2,STAT404,베이즈통계입문,최태련,#화(6) 목(6),5,수면제ㅔ,4,4,5,5,"교수님 강의력 훌륭하십니다. 

수통 내용만 머릿속에 남아있으면 문제없이 이해할 수 있습니다. 숙제는 시간을 좀 많이 들여야돼요.이 강의를 추천!",도움이 돼요 0,5.0
4969,20-2,STAT404,베이즈통계입문,최태련,#화(6) 목(6),5,sdwqnfqiow2,5,5,5,5,"일단... 너무 어렵습니다. 대충 베이즈 공식 생각하고 가면 피 토합니다....
하지만, 교수님 강의력이 ㅎㄷㄷ해서 나름 커버치는데 양이 매우 많습니다.
과제2, 중간/기말 테이크홈, 미니프로젝트로 구성이 되어있고 학점은 잘 주십니다이 강의를 추천!",도움이 돼요 0,5.0
