,Unnamed: 0,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings2,ratings3,comment,helpful,ratings4
537,537,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,라떼는말이야,1,2,5,1,"개인적으로 이런수업은 컴과전공에서 없어져야 한다고 생각합니다.
한학기동안 무엇을 배웠는지 모르겠으며, 등록금이 너무 아깝습니다.
전공학점을 이런과목으로 채운것도 너무 아깝네요.
학점은 A+ 받았지만, 제가들은 전공중 최악중에 최악이였습니다...
학생들 사이에 두고두고 회자될 과목일 것입니다.

제가 가장 불만이였던 2가지만 적겠습니다.

첫번째, 교수님의 강의력과 강의자료 문제입니다.
교수님의 전달력이 너무너무 별로입니다.
처음엔 온라인강의로 진행되어 그럴수도 있다고 생각했지만, 현강으로 했어도 상황이 더 나아지지는 않았을 것 같습니다.
강의력문제는 제 생각에 교수님의 화법때문인것 같은데,
예를들어 ""A는 B이다"" 라고 명료하게 설명하면 끝나는 것을
""A는 B가 아니라는것이 아닙니다."" 항상 이런식으로 말씀하십니다.
이게 수업을 듣다보면 계속 듣게되는데 진짜 사람돌아버리게 만듭니다.
컴퓨터로 수업듣다가 샷건친적이 한두번이 아닙니다.
강의자료도 마찬가지입니다. 진짜 PPT에 적어놓으신 모든 말이 전부 애매하고
일부로 학생들을 헷갈리게 만드려고 이런식으로 쓰셨나? 이런생각이 들정도로 말이 명료하지가 않습니다.

두번째, 기말고사 시험방식입니다.
간단하게 비유를 통해 설명하겠습니다.
만약에 이 과목이 ""열쇠를 보고 열쇠모양을 분석하는걸 배운 과목""이라고 가정해보겠습니다.
기말고사는 ""이 모래사장에 가짜열쇠와 진짜열쇠를 숨겨놓았으니 진짜열쇠를 찾아내어 분석하라"" 였습니다.
학생들은 당황했지만, 2시간동안 모래를 파내고파내 열쇠를 찾으려고 노력합니다.
계속해서 찾아봐도 계속 가짜열쇠만 나옵니다...
결국 한학기동안 열쇠를 분석하는 방법에 대해 배우고 공부했지만, 
많은 학생들이 시험시간 2시간동안 분석은 커녕 모래만 파다가 끝나게됩니다.

학점을 잘주시는걸로 퉁칠수있는 정도가 아니였습니다.
그냥 안들으시는걸 추천드립니다.",도움이 돼요 4,3
538,538,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,자유롭고정의로운진리,3,3,2,1,"정보의 의미부터 시작해서 기초통계, SPSS를 이용한 각종 검증 등을 다루고 마지막에는 weka 등과 머신러닝을 살짝 맛봅니다. 이렇게 들으면 굉장히 알차고 다양한 내용을 접할 수 있는 수업처럼 들리겠지만 진행이 굉장히 산만합니다. 강의자료나 강의 배포 방식(수업 시간으로부터 24시간 동안만 공개하는 유튜브 강의 녹화 링크)은 체계가 잘 잡힌 것처럼 착각하게 하는 요인 중 하나지만 실상은 앞에서 한 말과 뒤에서 한 말이 서로 다를 때도 많고 정확하게 설명하지 않고 어물쩡 넘어가는 내용이 꽤 있어 ""교수님이 원하는"" 이해를 하는 것이 쉽진 않습니다. 중간고사는 정보의 의미 등과 관련된 서술식 문항들로 진행되었고 기말고사는 텀프와 같은 방식으로 진행되었습니다. 피드백이 적을 수 밖에 없었던 이번 학기의 특성상 설명이 부실하고 피드백이 충분히 이루어지지지 못했을 수도 있었던 부분의 내용만으로 평가의 2/3 이상을 처리한다는 것이 합당한지 의문을 던지지 않을 수 없었습니다.
텀프와 기말고사 모두 학생들이 학기초에 설문조사로 시행한 데이터로 진행하게 됩니다. 이것이 평가의 2/3를 차지하는데 전체 수업의 절반인 중간고사 이전까지는 정보의 의미, 여러가지 측면에서 바라본 정보 등을 배우면서 갑자기 중간 이후부터 번갯불에 콩볶아먹듯 한번씩 언급만 하고 넘어가듯 부실하게 설명한 SPSS, weka 내용으로 교육을 위해 미리 만들어진 데이터가 아닌 학생들이 바로 만든 그야말로 날것의 데이터를 처리하라는 것은 다소 가혹하고 배움에도 큰 도움이 안된다고 생각합니다. 대부분의 평가가 이 부분으로 이루어지는 점은 매우 불합리하다고 생각합니다. 내가 컴퓨터학과 수업이 아니라 어디 통계학과 수업을 듣는건가 싶은 정도로 매우 혼란스러웠습니다.
작년에는 이 강의가 개설되지 않고 지난 학기에 다시 개설된 것으로 아는데 학습목표를 확실히 하고 커리큘럼을 손보지 않으면 개설될 의미가 없는 과목이라 감히 생각합니다. 중간고사 이전까지는 내용도 쉬워서 본인같은 비전공자가 통계나 빅데이터 등에 편하게 입문할 수 있는 과목이란 생각이 들어 기대가 컸는데 점점 갈수록 말 그대로 각 내용은 그저 건드리기만 하고 SPSS도 툴을 다루는 방법과 예시 한두개씩만 보여주는 식으로 진행되어 실망이었습니다. 거의 끝에 가서는 학기초에 안내도 없었던 다른 강사의 weka 수업이 2주 정도 있었는데 이미 중간고사와 그 이후 내용간의 연관성도 애매한 와중에 뜬금없이 교수자가 교체되어 놀랬고 그 내용의 연결성도 다소 떨어져 심히 당혹스러웠습니다. 게다가 한 번은 학생들이 자주 하는 질문들을 설명해준다면서 QnA 강의로 때우셨는데 그마저도 똑같은 내용의 반복에 그냥 내가 옳다 해당 부분을 학생들이 제대로 이해하지 못한 것이다 식으로만 말씀하셔서 당황스러웠는데 다른 강의평을 보니 왜 이런 뜬금없는 강의가 나왔는지 조금이나마 이해가 갑니다.
그나마, 정말 그나마, 장점을 꼽아보자면 평소 생각해보지 못한 정보의 의미를 고찰해보고 이를 다루는 다양한 관점과 방법을 배웠다는 점인데 한 학기동안 분량 분배도 엉망이었고 최대한 좋게좋게 생각해보려고 노력하니 수업 계획 과정에서 다소 야심찬 시도를 하다 실패한 것이 아닌가 하는 생각이 듭니다.
별 생각이 없는 과목이었는데 쓰면 쓸수록 등록금은 물론이고 귀중한 수업 학점까지 날린것 같아 화가 납니다. 별점도 처음엔 2점 줬는데 작성완료 버튼 누르기 직전엔 1개도 아깝다 싶습니다.",도움이 돼요 2,1
539,539,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),2,쫑쭝쫑,2,2,4,1,"왜 있잖아요? 하는 거 없고 쉬운데 현타오는 꿀강.. 딱 그렇습니다. 이게 왜 전공4학년..?

처음에 정보란 무엇인가에 대해서 다소 인문학 스럽게 한 학기 배우는데 좀 뭐라 말하는지 알아듣기 힘들지만 수업 열심히 듣고 다 필기 받아 적고 1-2번 다시 읽으면 대충 연결고리 찾을 수 있습니다.

후반기에는 통계프로그램(SPSS였나) 쓰는데 뭔가 하는게 조잡합니다... 쉬운데 성취감은 없고 배우는것도 거의 없습니다 뭐 그래요",도움이 돼요 1,1
540,540,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,오아바아,1,5,5,1,"도대체 무슨 수업을 하는건지 알 수가 없습니다. 문과적 내용인듯 싶다가 통계를 다루더니 기계학습으로 끝이 났습니다. 기계학습을 수강했어서 뒤에는 수업 안들어도 다 아는 내용이었고 통계부분도 관련 강의들어서 다 아는 내용이었습니다. 사실상 어느 한분야를 깊이 배운다기보다는 수박 겉핥기식으로 얕게만 강의하기 때문에 정말 배우는 것도 없고 성취감도 없습니다. 교수님 조차도 강의할때마다 강의 내용이 다르고 중간, 프로젝트, 기말 점수에 대한 피드백이 전혀없어서 이유도 모른 채 A+를 받았습니다. 성적공시때 A+보고 깜작 놀랐네요. 역대급 배운거 없는데 성적 높게 받은 강의입니다.",도움이 돼요 1,5
541,541,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),2,컴과졸업하고싶다,3,3,3,2,"수업구성과 교수님은 좋다.
하지만 채점방식이 명확하지 않고 통계를 가르치는데 별로 가르치지도 않고 그 이상의 텀프를 요구한다.
기말은 정말이지 미쳤다. 2~3주간 기간을 준 텀프를 2시간안에 해치우는 게 기말이다...
수업이 좀 정립되고 다듬어지면 좋은 강의가 될 것 같은데 그 전까지는 피하자...
garbage in garbage out!",도움이 돼요 1,2
542,542,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,밍밍이긔,3,4,1,1,"고려대에서 들은 강의 중 단연 최악의 강의입니다.
컴퓨터학과에 재학중인데 돌연 통계학과로 전공이 바뀌었나 싶을 정도로 통계에 많은 중점을 두는 수업입니다.
원래 이런 수업이 아니라고 들었는데 이번 학기부터 실험적으로 바뀐듯 합니다. 
SPSS를 가지고 실험을 하고 통계자료를 분석하는 것이 수업 비중의 75% 이상을 차지하는데
문제는 설문자료 자체가 직접 실시한 것이기 때문에 통계적으로 유의한 결과를 생성해내기가 어렵습니다.
통계 기본도 모르는 학생들에겐 너무 가혹한 수업이 아닐까 싶습니다.
그리고 전반적인 평가 기준 자체도 불합리하고요.",도움이 돼요 0,1
543,543,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),4,할게없다,3,2,4,3,"비전공자의 작은쉼터 같은 강의..
한학기 내내 온라인 강의였습니다.
컴퓨터학과 과목중에서 그나마 배우는 것이 적고 난이도가 쉬운 편인 것 같습니다.
기반 지식도 필요 없고요.
중간 이전까지는 이론만 배우고 내용이 어렵지 않습니다. 
중간 이후부터 본격적으로 spss 이용해서 실습하고 정보를 다루는데 
다른 과목에 비해서 어렵지 않긴 한데 A+맞기가 어렵다고 생각합니다.
오픈북으로 온라인 실습 시험을 쳤는데 시간이 많이 부족했습니다.",도움이 돼요 0,2
544,544,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),2,ab123,2,4,4,1,솔직히 좀 심한 강의입니다.. 배운게 없습니다. 처음에는 무슨 인문학 강의인줄 알았는데 갑자기 기초 통계를 가르치시더니 후반부에는 아예 다른 분이 기계학습 강의를 하시네요? 뭔가 근본이 없는 느낌이었습니다. 탄탄한 커리큘럼을 원하시면 절대 듣지 마세요. 얻어가는 거는 학점 정도 있네요. 싸강 시국이라 그런건지는 모르겠지만 학점은 후하게 주신 거 같습니다. 하지만 평가기준은 하나도 제시안해주셔서 그냥 랜덤 학점 느낌입니다. 그냥 확률높은 랜덤 학점입니다.,도움이 돼요 0,2
545,545,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,평생대학생하고싶,2,4,2,1,할 말은 많지만 가장 최악인건 교수님 본인도 자기가 뭘 가르치는지 모르는 듯한 인상을 자주 느꼈습니다.,도움이 돼요 0,4
546,546,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),4,내피땀눈물,4,2,3,3,"비대면 강의였습니다.
수업시간에 설명을 충분히 해주시며 외워야 할 게 많습니다.
또한 시험은 주관식이어서 수업내용을 충분히 이해하지 못하면
주관식 답을 올바르게 작성하기 힘들것입니다.

생각보다 성적을 후하게 주시는 편은 아닌 것같습니다.",도움이 돼요 0,1
547,547,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,키이스트,3,1,3,1,정보와정보학은 정보의 기원에 대한 인문학적 이해와 인공지능 과목을 이해하기 위한 기초 통계 그리고 인공지능 과목에서 배우는 내용들에 대한 대단히 개론적인 소개를 목적으로 하는 과목입니다. 정보와정보학을 수강하고 나서 인공지능을 수강한다면 인공지능을 이용한 연구과제를 진행할 때 주제 설정이 어떻게 이루어지는지에 대한 약간의 이해를 가지고 수강할 수는 있겠지만 중간고사 성적 이외의 점수가 공개되지 않고 학생과의 소통 의지가 다소 부족하며 온라인 시험 과정에서 화상 회의에 접속해야 한다는 점을 모두 감수하면서 수강해야 할 필요성은 별로 크지 않습니다.,도움이 돼요 0,4
548,548,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,그르르루,1,1,1,1,역대급 강의 ㅎㅎ..뭘 배웠는지 모르겠다. 컴과 과목은 맞는지?,도움이 돼요 0,5
549,549,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,명이나물,5,5,1,1,어렵기만 하고 뭐배우는지도 모르고 학점도 안주는 강의,도움이 돼요 0,3
550,550,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),2,dori1,1,2,3,1,중간고사 까지는 뭘 배웠는지 모르겠습니다. '정보' 라는 것에 대해서 보우는데 잘 와닿지도 않고 교수님 강의력도 불만족스러웠습니다. 중간고사 이후에는 크나마 통계프로그램을 다루면서 뭔가 하는것 같긴 한데 배우는 내용과 시험내용도 두루뭉실하네요,도움이 돼요 0,4
551,551,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),3,밍밍쓰,2,2,5,3,"논란이 많았던 강의였습니다.
중간고사 이전까진 강의명대로 '정보'에 대해 정의하고자 하였는데 애초에 애매한 주제이고 설명하는 과정에서 그날그날 강의의 내용이 너무 왔다갔다해서 잘 와닿지 못한 점이 아쉬웠습니다. 중간 이후에는 간단하게나마 SPSS, WEKA 등의 실습프로그램을 사용하며 직접 데이터분석을 해보고 예측모델도 만들어볼 수 있어서 나름 의미는 있었습니다.
다만 중간고사는 비대면 시험으로 진행되어 치팅에 대한 우려가 있을수 밖에 없었고 기말고사는 텀과제 2배정도의 분량을 2시간 내 시험시간에 만들어야 했기 때문에 배운 내용을 활용하기 보다 일단 무작정 만들어보고 결과는 운에 맡길 수 밖에 없어서 평가방식(시험)에 대한 아쉬움이 있었습니다.
학점은 과톡이나 주변 얘기를 들어보면 정말 잘 주셨다는 것 같습니다.

솔직히 이런 아쉬운 점이 있었지만 처음 열리는 강의이고 강의 구성 자체는 괜찮았다고 느껴져서 조금만 보완되면 훌륭한 강의가 될 수도 있다고 생각합니다.",도움이 돼요 0,5
552,552,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),4,kfjeijfs,1,2,5,1,"소통이라는 게 없는 교수님..
하지만 학점을 보면 미화됩니다!",도움이 돼요 0,1
553,553,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,컴퓨터하는호랑이,1,5,1,1,"내인생에 제일 그지같은 수업.
정보에 대해서 강의하다가 갑자기 통계로 넘어가는데,
정보에 대해서는 들을수록 더 명확해지는게 아니라 더 어려워지고,
통계는 통계를 가르쳐주는게 아니라, T,F,X 분포가 있다는것만 말하고 그이상은 안가르쳐줌.
툴쓰는게 시험인데 툴 쓰는법도 네이버에 대충 쳐서 보는것보다도 안가르쳐줌.",도움이 돼요 0,3
554,554,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),3,sczcas,3,3,3,1,"아무것도 안배워요...시간만 아깝긴한데 그나마 학점을 좀 주시는거같아요
이런 강의 처음봐요ㅠㅠㅠ",도움이 돼요 0,2
555,555,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,스나이퍼,1,1,1,1,"뭘 배운건지 알 수 없는 과목

spss를 원래부터 잘하는 사람만 듣는것이 좋을거 같음",도움이 돼요 0,4
556,556,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),3,컴과쩡류,3,1,5,1,"그냥 노력 대비 학점 잘 받고 싶으신 분들만 들으세요..
일단 하나의 내용을 자꾸 베베 꼬아서 더 이해하기 어렵게 하는 느낌이 많이 듭니다..
또 교수님이 과거의 자신과 싸웁니다. 
원정보 == 생명정보 라고 하시곤 10분 후에 생명정보는 원정보의 일부분이다 이러시는거 보고 그냥 강의 꺼버렸던 기억이 나네여.. 에혀

평가는 중간고사 + 프로젝트 + 기말고사 3개로 나뉘고 중간고사는 ppt 기반 시험, 프로젝트는 spss 사용해서 통계 보고서 작성, 기말은 실시간으로 spss, weka 등 사용해서 2시간동안 보고서 작성해서 제출하는 식입니다.
중간고사를 평균보다 못 보고, 프로젝트는 정성들여서 21장정도 쓰고(가설만 3개 썼네요) 기말고사 weka로 decision tree 만들고, spss로 2개 정도 검증법 사용해서 A+ 받았습니다. 이거 보면 코로나 버프 + 교수님이 학점 잘 주시는 것 같아요.

확실히 중간고사보다는 프로젝트랑 기말고사의 비중이 높으니 혹시라도 이 교수님의 수업 스타일에 적응을 못해서 중간고사를 망했다고 던지지 마시고 저처럼 끝까지 붙잡고 하시길 바랍니다..

또 꿀팁을 드리자면 필기 정말 꼼꼼히 하시길 바랍니다. 그냥 교수님이 말하는 것 다 받아적겠다는 마인드로 하시길 바라요
그리고 만약 내년에도 싸강이라면, 시험 전에 강의 전체를 한 번에 몰아서 듣는 것도 흐름을 잡는 부분에서 좋은 것 같습니다!",도움이 돼요 0,3
557,557,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,15학번123,3,4,3,1,"초반 중간고사 전까지는 사실 컴퓨터학과 수업 같기보다는 문과 철학 수업 같았습니다. A는 B다. B는 C다. 그러므로 A는 C다! 와 같은 명료한 해석보다는 A는 B다. 또, D는 C다. 그리고 또 다른 관점에서 보면 D는 A다. 그럼 F는 C랑 무슨 관계일까? 한번 생각해보세요! 하는 의아한 수업이였습니다. 교수님께서는 정답을 제시해주시기 보다는 학생들이 정답(?)을 혼자 도출해냈으면 하는 느낌을 많이 받았습니다. 이런 수업을 기대하지 않아서 많이 당황했었던 것 같습니다.

초반에는 이런 데이터에 대한 철학적(?)인 설명에서 시작되지만 중간고사 이후로는 기초통계학의 가설검증 방법들, 그리고 기초적인 기계학습 알고리즘들에 대해 공부를 하는데 깊이 있게 다루시지 않으시고 진도를 쑥쑥 나가셔서 혼자 공부를 많이 한 것 같습니다. 그래도 우리에겐 구글과 유튜브가 있기에 스스로 공부하는데 크게 어렵진 않았습니다. 이게 교수님의 깊은 뜻이였던 것일 수도 있습니다. 

여러 불만이 많은 수업이였으나 가장 큰 불만은 아무래도 텀프 및 기말고사 평가 방식이였습니다. 텀프랑 기말고사 과제로 학생들이 직접 참여한 설문 데이터를 바탕으로 여러 기계학습 알고리즘 및 통계학의 가설검증 방법들을 활용해 유의미한 관계를 찾아야했습니다. 그러나 여기서 정말 제 마음을 아프게 했던 것은 이 설문 데이터가 전혀... 정말... 정형화되지 않은 데이터였다는 사실입니다. 정말 기초적인 전처리 작업은 해주셨습니다. 단위를 맞춘다거나 말도안되는 설문데이터들은 전처리하는데 크게 어렵진 않았으나, 사실 가설검증을 할 때 사용할 데이터로 이런 데이터를 주신 것에 매우 슬펐습니다. 가설검증으로부터 의미 있는 분석을 도출할 수 있으려면 아무래도 유의확률이 유의미하게 나오는 데이터를 주는 것이 좋을텐데 정말 다양한 조합들을 시도하더라도 이런 유의확률이 유의하게 나오는 경우가 드물었습니다. 텀프를 할때는 시간이 있으니 큰 문제가 없었으나 기말고사를 치를 때는 2시간 안에 이러한 유의한 조합을 찾아야 했습니다. 이건 뭐 메이플스토리 큐브 돌리기 게임도 아니고 유의확률이 랜덤박스로 나옵니다. 학생들을 어느 시간 제한 안에 객관적인 평가를 해야하는 시험의 경우에서 이런 뽑기운이 작용하는 평가 방식을 택하셨다는 점에서 정말 많이 의아했습니다. 물론 여기서 유의확률이 유의하게 나오지 않더라도 어느정도의 분석은 가능하기에 저는 그렇게 진행했습니다. 그러나 실제로 이런 가설검증을 할 때 유의확률이 유의하게 나올 때 더 큰 재미와 흥미, 그리고 해당 항목들에 대해 관심이 가는 것은 사실이니... 저는 개인적으로 그게 더 좋았을 것 같습니다.

그래도 저는 최선을 다해서 학점을 잘 받긴 했습니다. 그런데 이렇게 학점을 잘 받아도 불만 폭탄인 과목??? 생각 잘하시길 바랍니다.",도움이 돼요 0,5
558,558,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,이번엔다르다,4,4,5,3,"학점을 받기 전에는 아리송 했는데 학점 잘 주십니다.
학습량은 보통 난이도는 깊이보다는 넓게 배우는 편입니다.
플젝 몇개와 시험 있었습니다.",도움이 돼요 0,5
559,559,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),2,호롤룰롤로,1,2,3,1,"정보란 무엇인가 또 정보학이란 무엇인가를 배운다.
여러 분야에서 다른 의미를 지니고 있는 정보에 관해 배우는데
교수님의 말씀이 이랬다 저랬다하셔서 강의를 들을수록 헷갈려진다.
얕고 복잡했던 느낌의 강의.
관련교재를 구해서 꼭 같이 보길 추천한다.

과제는 후반부의 통계 프로그램 사용을 위해 설문을 작성하는 것과
짧은 동영상을 시청하고 감상문을 적는것
그리고 기말 과제등이 있었다.",도움이 돼요 0,1
560,560,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),4,주르륵,4,4,4,4,"열심히 공부하면 많은 것을 배울 수 있는 강의입니다.
문과학생들도 들으면 도움이 많이 됩니다.",도움이 돼요 0,2
561,561,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),3,ekfrehflxkd,1,1,1,1,중간고사 잘봤는데 왜 비쁠이지 ㅠ 교수님은 좋으신분임,도움이 돼요 0,2
562,562,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),3,kcr9898,3,2,3,2,"중간 고사 이전에는 '정보'에 대한 폭 넓은 개념을 배웁니다.
그리고 서술형 4 문제 정도를 카메라를 켜놓고 시험을 봅니다.
시험은 종이에 볼펜으로 담안을 작성한 후 조교님 안내에 따라서 시간 내에 블랙보드 과제 제출란에 답안을 스캔해서 제출해야합니다.
시험 문제는 크게 어렵지는 않은데, 피피티 양이 좀 많아서 내용 연결을 잘 해놓아야 합니다.
미리 공부해서 질문을 하면 더 이해가 쉽겠지만, 교수님께서 학생 피드백을 잘 받아주시기 때문에 다른 학생들이 질문한 내용을 토대로 보충 강의를 제공해주시는데, 이것만 참고해도 대충 의문이 해결됩니다!

기말 고사는 온라인 실시간 프로젝트로, 중간 고사 이후에 배운 통계 실습 내용을 총 망라한 프로젝트입니다.
절대적으로 시간이 부족한데, 대충 한계점을 인식하고 시간 내에 제출했더니 성적은 잘 나왔습니다.

통계, 기계 학습 등 얉게 여러 분야를 건드리는 강의인 것 같습니다.",도움이 돼요 0,2
563,563,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,컴퓨터는어려워,1,1,1,1,"세상세상 이런 수업은 처음 들어봤습니다
강의자료나 수업내용 시험까지 최악입니다",도움이 돼요 0,4
564,564,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),3,잘부탁드려요,3,4,5,1,이번에 신설된 과목이라 들었는데 저희과 일반적인 전공과는 조금 다른 느낌을 받았습니다. 관련 내용이 있긴한데 통계적인 내용을 많이 배웠던거 같습니다.,도움이 돼요 0,2
565,565,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,Joes,1,1,1,1,"무슨내용을 전달하려는지 알 수 없고,
배워가는게 전혀 없는 느낌",도움이 돼요 0,1
566,566,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),2,윌럼프,4,4,4,1,"강의 내내 일관성이 떨어지고 중구난방인 수업으로 느껴졌습니다.
초반에는 '정보'에 관한 전반적인 이론 수업을 가르치시다가
중반에서는 갑자기 통계학(t, chi-square, f 분포) 등에 대해서 가르치시다가
후반에는 기계학습도 건드리셨습니다.
상당히 많은 것을 가르치시려고 노력하시는 것 처럼 보였으나 결국에는 
어느 하나 정확히 전달되지 못한 것 같습니다.

시험 또한 spss, weka 등 툴을 이용하여 프로젝트 형식으로 치뤄졌는데 
이 또한 학생들의 불만이 매우 많은 방식으로 진행되어 결국 끝까지 
힘들고 정신 없는 수업이었습니다.

다 끝나고 보니 기억에 남는건 초반에 배운 이론적 정보학(엔트로피, 섀넌 등)과 대충 배운 통계학 개념 정도네요.",도움이 돼요 0,3
567,567,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),2,에이쁠 받고싶다,2,3,4,1,사실 뭘 배웠나는 잘 모르겠습니다.. 하지만 학점은 잘 주시는 것같네요,도움이 돼요 0,2
568,568,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),5,갓갓갓,2,2,5,2,"통계 관련된 내용이 많이 나옴
교수님이 학점 잘 주시는듯 함",도움이 돼요 0,2
569,569,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),2,daisuke,3,1,3,2,정보의 새로운 면에 대해 알게 되서 재미있었음.,도움이 돼요 0,3
570,570,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),5,학점씹어머거,1,1,5,3,"A+폭격기...ㄹㅇ 폭격기였음.....
열심히 한 보람이 없으....",도움이 돼요 0,4
571,571,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,하락형곡선,1,1,4,1,"<2020-1 코로나 시기에 작성된 강의평가입니다>

이걸 컴퓨터학과 3학년 전공이라고 내놓는 건 정말 양심이 없는겁니다.
종강했을때 이 강의만큼은 학점 어떻게 나오더라도 클루 열리자마자 무조건 1점 줄 생각이었습니다.

아무리 생각해도 제 이해력이 부족해서 강의를 이해 못하는게 아닙니다.
수업을 못한다던가 그런거보다는 그냥 강의 목표가 뭔질 모르겠습니다.
수업 내용이 연결 안되는 짬뽕이여서 누가 메일로 어떻게 이 개념들이 연결 지어지냐고 물어본 모양이던데,
답변강의에서 '개념들을 연결 짓는 것은 여러분들이 할 일'이라고 한게 레전드입니다 진짜

절대 듣지마세요",도움이 돼요 0,5
572,572,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),4,융융죽겠지,3,3,4,2,"* 한 학기 내내 온라인 강의 + 출첵x + 중간/기말 온라인 시험 + 수시 과제 2,3개*

진짜 강의 계획서 보면서도 걱정했지만 수업을 들으면서도 듣길 잘못했다는 생각이 드는 과목이었습니다.
실은 지금도 남은게 없는거 같아요. SPSS랑 얼굴 튼정도...? ㅋㅋㅋㅋㅋㅋㅋ

한 학기 내내 유튜브로 강의 올려주셨고, 게시는 24시간정도 하셨는데 중간고사 때는 직전에 다 풀어주셨습니다. 출첵은 안하셨고, 과제는 햄버거 광고 영상보고 느낀점 제출하기 랑 중간 끝나고는 SPSS가지고 배운 내용 적용해서 리포트 제출하기 였어요. 리포트에 들어가야할 내용은 정리해서 보여주셔서 그대로 하면 되었던거 같습니다. 

시험이 좀 대박이었는데 ㅋㅋㅋㅋㅋㅋㅋ 온라인 시험을 봐야해서 교수님도 당황 조교님도 당황 학생들도 당황 3콤보였습니다. 중간고사의 경우에는 일단 화상채팅을 틀어서 조교님은 시험문제를 띄우셨고, 학생들은 그 시험문제를 보고 종이에다가 풀이과정을 서술했습니다. 이걸 사진찍어서 블보에 올려야하고, 오픈북이었으며 전자기기 허용이었어요. 처음에는 단순 암기 내려고 하셨다는데 아무리봐도 온라인 시험의 헛점을 노린 학생들이 많을 것 같아서 그냥 오픈북+생각하는 문제로 내셨어요. 여기서 그냥 교수님의 설명을 옮겨적다싶이 하면 좋은 점수 받습니다. 교수님의 설명을 잘 인용했고 좀 많이 적어서 제출했더니 (한 문제당 한페이지 느낌으로) 중간고사 성적이 상위권이었습니다. 

그리고 기말고사때는 과제처럼 그냥 SPSS가지고 즉석해서 자료분석하고 그걸 가지고 해석하는게 문제였는데, 정말 과제랑 유사했고, 주제도 그냥 '학기초에 학생들이 한 설문조사를 기반으로 한 데이터를 가지고 수업시간에 배운 분석 기술을 사용하고 해석해라' 였습니다. 솔직히 미리 준비안한 내가 너무 멍청하게 느껴졌는데 ㅋㅋㅋㅋㅋ 그래도 저는 좀 주제를 통일하고 싶어서 몇가지 가설 뽑고 되던 안되던 몰아붙였어요. 유의확률도 그냥 넉넉하게 잡고 풀었습니다. (설문조사가 원하는 결과대로 나와야지 뭘 해먹지....ㅠ) 

중간도 기말도 타이트하게 시험시간을 다 가져다 쓰면서 시험봤으며, 결과는 A+.
김자미 교수님 수업 평가를 보니까 학점은 잘 주신다길래 들었는데 학점을 건져서 다행이라고 생각합니다.
아니였으면 더 불타는 강의평가가 되었을것 같네요.",도움이 돼요 0,4
573,573,20-1,COSE363,정보와정보학,김자미,#화(3) 목(3-4),1,설치,4,1,4,1,"고려대학교 입학한 이래 최악의 강의

교수님 설명력 ㅆㅎㅌㅊ

배운 내용 연결성 ㅆㅎㅌㅊ

조교 싸가지 ㅎㅌㅊ

수업 내용 자체 ㅍㅌㅊ

정보란 무엇인가에 대해서 깊이 생각해볼 수 있는 점은 좋았음. 그러나 이런걸 굳이 비싼 등록금 내가면서 ㅆㅎㅌㅊ 수업들으면서 해야되나 싶음",도움이 돼요 0,5
